#jdb (days)	RV (km/s)	RV error (km/s)	realistic RV error (km/s)	Bisector (km/s)	FWHM (km/s)	Photon noise (km/s)	log(R'hk)	log(R'hk) error	Low pass filter log(R'hk)	Alpha (hours)	Delta (degrees)	Seeing
#----------	---------	---------------	-------------------------	---------------	-----------	-------------------	---------	---------------	-------------------------	-------------	---------------	------
55653.760959	-22.902240	0.000318	0.000973	0.004606	6.281633	0.000026	-4.8981	0.0002	-4.8915	14.6585036908	-60.8335052419	0.55
55653.772882	-22.901685	0.000475	0.001035	0.004799	6.280950	0.000060	-4.8991	0.0004	-4.8915	14.6585036908	-60.8335052419	0.63
55653.811857	-22.900573	0.000317	0.000973	0.004525	6.280155	0.000027	-4.9014	0.0002	-4.8915	14.6585036908	-60.8335052419	0.55
55653.829315	-22.899410	0.000334	0.000979	0.004853	6.280478	0.000032	-4.9029	0.0002	-4.8915	14.6585036908	-60.8335052419	0.53
55656.668769	-22.895868	0.000325	0.000976	0.004724	6.284470	0.000028	-4.9041	0.0002	-4.8923	14.6585014987	-60.8335042678	0.80
55656.683671	-22.895691	0.000375	0.000993	0.004686	6.284061	0.000041	-4.9047	0.0003	-4.8923	14.6585014987	-60.8335042678	0.60
55656.730626	-22.898375	0.000318	0.000973	0.005006	6.281374	0.000023	-4.9083	0.0001	-4.8923	14.6585014987	-60.8335042678	0.52
55656.745254	-22.899071	0.000375	0.000993	0.004919	6.280357	0.000037	-4.9094	0.0002	-4.8923	14.6585014987	-60.8335042678	0.71
55656.802199	-22.898869	0.000321	0.000974	0.005111	6.278395	0.000026	-4.9037	0.0002	-4.8924	14.6585014987	-60.8335042678	1.33
55656.816233	-22.898990	0.000375	0.000993	0.005543	6.277734	0.000038	-4.9051	0.0002	-4.8924	14.6585014987	-60.8335042678	0.62
55657.656829	-22.898152	0.000328	0.000977	0.004515	6.284424	0.000028	-4.9047	0.0002	-4.8926	14.6585007668	-60.8335038553	0.89
55657.671431	-22.898612	0.000385	0.000997	0.004606	6.283847	0.000045	-4.9046	0.0003	-4.8926	14.6585007668	-60.8335038553	1.04
55657.729304	-22.898620	0.000328	0.000977	0.004995	6.281232	0.000027	-4.9069	0.0002	-4.8926	14.6585007668	-60.8335038553	0.95
55657.743932	-22.899281	0.000385	0.000997	0.004774	6.280909	0.000041	-4.9079	0.0003	-4.8926	14.6585007668	-60.8335038553	0.57
55657.801664	-22.899050	0.000328	0.000977	0.005082	6.279460	0.000026	-4.9075	0.0002	-4.8926	14.6585007668	-60.8335038553	0.58
55657.816282	-22.898066	0.000385	0.000997	0.004732	6.279492	0.000039	-4.9077	0.0003	-4.8926	14.6585007668	-60.8335038553	0.61
55658.693802	-22.897678	0.000443	0.001021	0.005464	6.284625	0.000088	-4.9088	0.0005	-4.8929	14.6584999983	-60.8335033798	1.43
55658.704268	-22.897874	0.000375	0.000993	0.004928	6.285069	0.000062	-4.9081	0.0004	-4.8929	14.6584999983	-60.8335033798	1.42
55658.780168	-22.898830	0.000371	0.000992	0.005550	6.283929	0.000063	-4.9088	0.0004	-4.8929	14.6584999983	-60.8335033798	1.42
55658.836084	-22.899314	0.000318	0.000973	0.004760	6.281661	0.000036	-4.9092	0.0002	-4.8929	14.6584999983	-60.8335033798	1.25
55658.850215	-22.898899	0.000380	0.000995	0.004545	6.283188	0.000061	-4.9103	0.0004	-4.8929	14.6584999983	-60.8335033798	1.37
55659.658362	-22.900284	0.000458	0.001028	0.005673	6.286624	0.000072	-4.9039	0.0004	-4.8931	14.6584992729	-60.8335028870	1.42
55659.732030	-22.900426	0.000325	0.000976	0.005399	6.286432	0.000032	-4.9041	0.0002	-4.8932	14.6584992729	-60.8335028870	1.42
55659.742695	-22.900365	0.000614	0.001106	0.005388	6.286041	0.000112	-4.9044	0.0007	-4.8932	14.6584992729	-60.8335028870	0.84
55659.806463	-22.901506	0.000325	0.000976	0.005270	6.283901	0.000027	-4.9071	0.0002	-4.8932	14.6584992729	-60.8335028870	0.92
55659.817367	-22.901574	0.000614	0.001106	0.005795	6.284111	0.000100	-4.9079	0.0007	-4.8932	14.6584992729	-60.8335028870	0.82
55660.632485	-22.901369	0.000348	0.000984	0.004968	6.290181	0.000032	-4.9040	0.0002	-4.8934	14.6584985414	-60.8335023542	0.77
55660.712377	-22.901769	0.000350	0.000984	0.004405	6.289939	0.000032	-4.9023	0.0002	-4.8934	14.6584985414	-60.8335023542	1.15
55660.782848	-22.903241	0.000355	0.000986	0.004589	6.288024	0.000029	-4.9036	0.0002	-4.8934	14.6584985414	-60.8335023542	0.91
55662.644322	-22.901995	0.000319	0.000974	0.004644	6.291392	0.000035	-4.8928	0.0002	-4.8939	14.6584970227	-60.8335011051	1.43
55662.658577	-22.901864	0.000375	0.000993	0.004710	6.291332	0.000050	-4.8933	0.0003	-4.8939	14.6584970227	-60.8335011051	1.38
55662.710915	-22.902946	0.000319	0.000974	0.005064	6.290250	0.000033	-4.8953	0.0002	-4.8940	14.6584970227	-60.8335011051	1.42
55662.724734	-22.902328	0.000404	0.001005	0.005642	6.291034	0.000069	-4.8942	0.0004	-4.8940	14.6584970227	-60.8335011051	1.43
55662.795410	-22.902870	0.000342	0.000982	0.005187	6.290172	0.000045	-4.8935	0.0003	-4.8940	14.6584970227	-60.8335011051	1.42
55662.810047	-22.903466	0.000397	0.001002	0.005267	6.289637	0.000059	-4.8928	0.0004	-4.8940	14.6584970227	-60.8335011051	1.43
55663.672906	-22.903549	0.000328	0.000977	0.005257	6.292057	0.000036	-4.8842	0.0002	-4.8942	14.6584962416	-60.8335004004	1.22
55663.686944	-22.904318	0.000385	0.000997	0.005130	6.290583	0.000057	-4.8865	0.0004	-4.8942	14.6584962416	-60.8335004004	1.27
55663.732724	-22.906152	0.000338	0.000980	0.005421	6.288452	0.000045	-4.8836	0.0003	-4.8942	14.6584962416	-60.8335004004	1.17
55663.745993	-22.906657	0.000385	0.000997	0.005451	6.287549	0.000057	-4.8828	0.0003	-4.8942	14.6584962416	-60.8335004004	0.79
55663.798769	-22.904714	0.000332	0.000978	0.005529	6.288381	0.000050	-4.8821	0.0003	-4.8943	14.6584962416	-60.8335004004	1.35
55663.813358	-22.904661	0.000385	0.000997	0.005037	6.287831	0.000087	-4.8832	0.0006	-4.8943	14.6584962416	-60.8335004004	1.35
55672.651529	-22.908700	0.000391	0.001000	0.010396	6.296985	0.000050	-4.8774	0.0003	-4.8973	14.6584893084	-60.8334921899	1.24
55672.798961	-22.909646	0.000391	0.001000	0.010356	6.293052	0.000055	-4.8805	0.0003	-4.8974	14.6584893084	-60.8334921899	1.29
55673.691692	-22.911275	0.000421	0.001012	0.010260	6.293631	0.000057	-4.8822	0.0003	-4.8978	14.6584884963	-60.8334910039	1.43
55673.780760	-22.911366	0.000404	0.001005	0.009531	6.290545	0.000048	-4.8839	0.0003	-4.8978	14.6584884963	-60.8334910039	1.24
55674.651816	-22.911783	0.000421	0.001012	0.009333	6.293294	0.000060	-4.8865	0.0003	-4.8982	14.6584877442	-60.8334898694	1.18
55674.760799	-22.913775	0.000391	0.001000	0.009236	6.286498	0.000042	-4.8906	0.0003	-4.8982	14.6584877442	-60.8334898694	0.99
55675.622810	-22.913659	0.000391	0.001000	0.008382	6.286937	0.000046	-4.8922	0.0003	-4.8986	14.6584869837	-60.8334886777	0.82
55675.741675	-22.914807	0.000391	0.001000	0.008408	6.285954	0.000052	-4.8910	0.0003	-4.8987	14.6584869837	-60.8334886777	1.00
55676.628213	-22.915462	0.000391	0.001000	0.006795	6.283952	0.000042	-4.8998	0.0003	-4.8990	14.6584861942	-60.8334874000	0.95
55676.777852	-22.915363	0.000391	0.001000	0.006547	6.282152	0.000041	-4.8971	0.0002	-4.8991	14.6584861942	-60.8334874000	0.97
55677.618211	-22.912984	0.000401	0.001004	0.005967	6.284212	0.000048	-4.9036	0.0003	-4.8995	14.6584854161	-60.8334860994	1.20
55677.740640	-22.914943	0.000401	0.001004	0.005878	6.279408	0.000039	-4.9036	0.0002	-4.8995	14.6584854161	-60.8334860994	0.47
55678.619712	-22.911924	0.000401	0.001004	0.004985	6.280249	0.000077	-4.9086	0.0006	-4.8999	14.6584846277	-60.8334847357	0.55
55679.650131	-22.914424	0.000395	0.001001	0.005387	6.281881	0.000039	-4.9089	0.0002	-4.9003	14.6584838172	-60.8334832919	0.85
55679.849881	-22.916024	0.000395	0.001001	0.005474	6.276156	0.000041	-4.9133	0.0003	-4.9004	14.6584838172	-60.8334832919	1.15
55680.562644	-22.912270	0.000391	0.001000	0.005550	6.286365	0.000043	-4.9078	0.0003	-4.9007	14.6584830964	-60.8334819683	0.87
55680.680331	-22.914980	0.000391	0.001000	0.005828	6.281607	0.000041	-4.9105	0.0002	-4.9007	14.6584830964	-60.8334819683	1.00
55681.602644	-22.912674	0.000391	0.001000	0.005964	6.286738	0.000048	-4.9117	0.0003	-4.9011	14.6584822759	-60.8334804156	1.04
55681.698112	-22.915012	0.000391	0.001000	0.006374	6.281727	0.000042	-4.9147	0.0003	-4.9011	14.6584822759	-60.8334804156	0.79
55682.599850	-22.915125	0.000391	0.001000	0.006406	6.287520	0.000042	-4.9118	0.0003	-4.9014	14.6584814891	-60.8334788858	0.81
55682.707996	-22.915105	0.000367	0.000990	0.006997	6.282605	0.000042	-4.9134	0.0003	-4.9014	14.6584814891	-60.8334788858	1.21
55683.582950	-22.915500	0.000391	0.001000	0.007007	6.285114	0.000040	-4.9155	0.0002	-4.9017	14.6584807125	-60.8334773388	0.63
55683.679415	-22.920058	0.000375	0.000993	0.007026	6.277092	0.000039	-4.9154	0.0002	-4.9017	14.6584807125	-60.8334773388	0.82
55684.619721	-22.916741	0.000380	0.000995	0.007218	6.281083	0.000045	-4.9183	0.0003	-4.9020	14.6584798947	-60.8334756543	0.63
55684.708277	-22.916199	0.000375	0.000993	0.007382	6.279353	0.000047	-4.9177	0.0003	-4.9020	14.6584798947	-60.8334756543	0.57
55685.620647	-22.918127	0.000385	0.000997	0.006737	6.281372	0.000041	-4.9163	0.0002	-4.9022	14.6584791044	-60.8334739870	0.92
55685.706915	-22.919338	0.000385	0.000997	0.007252	6.277067	0.000041	-4.9196	0.0003	-4.9022	14.6584791044	-60.8334739870	0.92
55686.622998	-22.919894	0.000375	0.000993	0.006799	6.278386	0.000048	-4.9147	0.0003	-4.9024	14.6584783130	-60.8334722739	0.87
55686.701992	-22.918463	0.000391	0.001000	0.006773	6.278596	0.000045	-4.9165	0.0003	-4.9024	14.6584783130	-60.8334722739	0.75
55687.543023	-22.918907	0.000421	0.001012	0.005971	6.282592	0.000059	-4.9175	0.0004	-4.9026	14.6584775864	-60.8334706696	1.42
55687.657395	-22.920814	0.000404	0.001005	0.005891	6.278587	0.000049	-4.9191	0.0003	-4.9026	14.6584775864	-60.8334706696	1.38
55689.652218	-22.921522	0.000391	0.001000	0.003796	6.280676	0.000062	-4.9144	0.0004	-4.9028	14.6584759241	-60.8334668422	1.25
55689.734963	-22.921512	0.000397	0.001002	0.003705	6.276551	0.000052	-4.9169	0.0003	-4.9028	14.6584759241	-60.8334668422	1.42
55691.551339	-22.919985	0.000385	0.000997	0.002709	6.284177	0.000045	-4.9055	0.0003	-4.9029	14.6584744295	-60.8334632383	1.21
55691.655828	-22.922517	0.000385	0.000997	0.002992	6.279829	0.000043	-4.9041	0.0002	-4.9029	14.6584744295	-60.8334632383	1.26
55692.699083	-22.919953	0.000433	0.001017	0.003359	6.286442	0.000063	-4.9028	0.0004	-4.9029	14.6584736128	-60.8334612043	1.43
55693.528651	-22.916655	0.000385	0.000997	0.003413	6.290282	0.000043	-4.9028	0.0003	-4.9029	14.6584728771	-60.8334593308	0.60
55693.743883	-22.918384	0.000391	0.001000	0.003809	6.284427	0.000048	-4.9044	0.0003	-4.9029	14.6584728771	-60.8334593308	1.33
55695.542475	-22.917362	0.000385	0.000997	0.005033	6.294832	0.000042	-4.8972	0.0002	-4.9028	14.6584713019	-60.8334551940	0.75
55695.675657	-22.919277	0.000385	0.000997	0.005322	6.287129	0.000040	-4.9002	0.0003	-4.9028	14.6584713019	-60.8334551940	0.92
55711.572381	-22.931280	0.000443	0.001021	0.008971	6.293249	0.000125	-4.8949	0.0007	-4.9003	14.6584590608	-60.8334168173	1.29
55711.785348	-22.935636	0.000412	0.001008	0.008161	6.287289	0.000075	-4.9010	0.0005	-4.9003	14.6584590608	-60.8334168173	0.98
55712.530038	-22.935241	0.000317	0.000973	0.007078	6.290718	0.000031	-4.8955	0.0002	-4.9002	14.6584583545	-60.8334142505	1.42
55712.543918	-22.935408	0.000375	0.000993	0.007171	6.291255	0.000052	-4.8955	0.0003	-4.9002	14.6584583545	-60.8334142505	1.07
55714.619156	-22.935405	0.000471	0.001034	0.005120	6.287014	0.000045	-4.9012	0.0002	-4.8998	14.6584568163	-60.8334085094	1.39
55715.538404	-22.932653	0.000560	0.001077	0.004430	6.292820	0.000113	-4.9042	0.0007	-4.8996	14.6584561445	-60.8334059426	0.98
55716.534295	-22.933201	0.000431	0.001016	0.004428	6.289587	0.000047	-4.9043	0.0003	-4.8994	14.6584554237	-60.8334031408	1.38
55727.465914	-22.939498	0.000363	0.000989	0.005321	6.291550	0.000038	-4.8966	0.0002	-4.8969	14.6584477900	-60.8333705681	1.08
55727.498923	-22.940675	0.000367	0.000990	0.005335	6.291034	0.000038	-4.8981	0.0002	-4.8969	14.6584477900	-60.8333705681	1.08
55728.472526	-22.939715	0.000367	0.000990	0.006016	6.293730	0.000049	-4.8962	0.0003	-4.8966	14.6584471146	-60.8333674169	1.19
55728.528181	-22.940041	0.000367	0.000990	0.005932	6.292235	0.000053	-4.8963	0.0003	-4.8966	14.6584471146	-60.8333674169	1.10
55755.462991	-22.955957	0.000421	0.001012	0.005171	6.291675	0.000096	-4.8893	0.0006	-4.8905	14.6584312857	-60.8332765572	1.37
