# Standard, non-uniform FFT-based periodogram
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00018885811529837266
# Detrended: True
# Trend type: linear
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.00012626450446025998
# 1% FAP (bootstrap): 0.0001497880814284838
# 0.1% FAP (bootstrap): 0.00018033995315617428
# Window applied: KaiserBessel
# frequency,power
1.13713638e-02,2.31993236e-05
1.14091424e-02,2.55485207e-05
1.14469210e-02,2.77256509e-05
1.14846997e-02,2.93093495e-05
1.15224783e-02,2.98617547e-05
1.15602569e-02,2.90279740e-05
1.15980355e-02,2.66575975e-05
1.16358141e-02,2.29111077e-05
1.16735927e-02,1.83032869e-05
1.17113714e-02,1.36448305e-05
1.17491500e-02,9.87549250e-06
1.17869286e-02,7.82706172e-06
1.18247072e-02,7.99190479e-06
1.18624858e-02,1.03810957e-05
1.19002645e-02,1.45268494e-05
1.19380431e-02,1.96282196e-05
1.19758217e-02,2.47832558e-05
1.20136003e-02,2.92219301e-05
1.20513789e-02,3.24642216e-05
1.20891575e-02,3.43677259e-05
1.21269362e-02,3.50759729e-05
1.21647148e-02,3.49097519e-05
1.22024934e-02,3.42495993e-05
1.22402720e-02,3.34433346e-05
1.22780506e-02,3.27519045e-05
1.23158292e-02,3.23310800e-05
1.23536079e-02,3.22398079e-05
1.23913865e-02,3.24650654e-05
1.24291651e-02,3.29537449e-05
1.24669437e-02,3.36421653e-05
1.25047223e-02,3.44746039e-05
1.25425009e-02,3.54053673e-05
1.25802796e-02,3.63848300e-05
1.26180582e-02,3.73366595e-05
1.26558368e-02,3.81383863e-05
1.26936154e-02,3.86183582e-05
1.27313940e-02,3.85779828e-05
1.27691726e-02,3.78395918e-05
1.28069513e-02,3.63095840e-05
1.28447299e-02,3.40377431e-05
1.28825085e-02,3.12510273e-05
1.29202871e-02,2.83459565e-05
1.29580657e-02,2.58368037e-05
1.29958444e-02,2.42715357e-05
1.30336230e-02,2.41370107e-05
1.30714016e-02,2.57749512e-05
1.31091802e-02,2.93223293e-05
