# Welch's power spectrum estimate
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00032236155369113673
# 6-dB main lobe half width (1/2 limiting resolution): 0.0035912120288300823
# Actual number of segments: 5
# Effective number of segments: 4.988474628218962
# Segment start and end points: [[0, 203], [101, 304], [203, 406], [304, 507], [405, 611]]
# Segments detrended: True
# Trend type: linear
# Window applied: BlackmanHarris
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.0004897159104923477
# 1% FAP (bootstrap): 0.000576032303070119
# 0.1% FAP (bootstrap): 0.0006686909239068843
# frequency,power
2.65591398e-02,1.05447347e-04
2.66129032e-02,1.01803098e-04
2.66666667e-02,9.82192844e-05
2.67204301e-02,9.46977147e-05
2.67741935e-02,9.12401134e-05
2.68279570e-02,8.78481183e-05
2.68817204e-02,8.45232798e-05
2.69354839e-02,8.12670601e-05
2.69892473e-02,7.80808322e-05
2.70430108e-02,7.49658795e-05
2.70967742e-02,7.19233955e-05
2.71505376e-02,6.91486877e-05
2.72043011e-02,6.99390885e-05
2.72580645e-02,8.30936769e-05
2.73118280e-02,9.70885725e-05
2.73655914e-02,1.11670626e-04
2.74193548e-02,1.26551632e-04
2.74731183e-02,1.41417919e-04
2.75268817e-02,1.55941753e-04
2.75806452e-02,1.69793989e-04
2.76344086e-02,1.82657320e-04
2.76881720e-02,1.94239417e-04
2.77419355e-02,2.04285267e-04
2.77956989e-02,2.12588037e-04
2.78494624e-02,2.18997862e-04
2.79032258e-02,2.23428167e-04
2.79569892e-02,2.25859081e-04
2.80107527e-02,2.26337837e-04
2.80645161e-02,2.24976115e-04
2.81182796e-02,2.21944461e-04
2.81720430e-02,2.17464089e-04
2.82258065e-02,2.11796456e-04
2.82795699e-02,2.05231152e-04
2.83333333e-02,1.98072696e-04
2.83870968e-02,1.90626809e-04
2.84408602e-02,1.83186985e-04
2.84946237e-02,1.76021771e-04
2.85483871e-02,1.69363502e-04
2.86021505e-02,1.63398921e-04
2.86559140e-02,1.58262115e-04
